inputs: [4111631]/1000 samples
product                 energy   A*B=out      cfhs    chains  num 
(14965, 243, 4111631)        6.0          0     0     1     2
(14965, 243, 4111631)     10.083          0     0     1     1
(14965, 243, 4111631)     10.167          0     0     1     1
(14965, 243, 4111631)      10.25          0     0     1     1
(14965, 243, 4111631)      14.25          0     0     0     1
(14965, 243, 4111631)     16.333          0     0     1     1
(14535, 249, 4111631)      8.167          0     0     1     1
(12917, 243, 4111631)      8.333          0     0     1     1
(12917, 243, 4111631)     12.333          0     0     1     1
(12917, 243, 4111631)     16.417          0     0     1     1
(12917, 243, 4111631)     22.417          0     0     1     1
(14901, 243, 4111631)       10.0          0     0     1     1
(15445, 211, 4111631)       10.0          0     0     1     1
(15429, 241, 4111631)     10.083          0     0     1     1
(15429, 241, 4111631)     18.167          0     0     1     1
(15429, 241, 4111631)     24.167          0     0     1     1
(15429, 241, 4111631)     24.583          0     0     1     1
(15429, 241, 4111631)     26.417          0     0     1     1
(15429, 241, 4111631)     28.167          0     0     1     1
(15021, 241, 4111631)     10.083          0     0     1     2
(15021, 241, 4111631)     10.167          0     0     1     1
(15021, 241, 4111631)     12.083          0     0     1     1
(15021, 241, 4111631)      16.25          0     0     1     1
(15021, 241, 4111631)      20.25          0     0     1     1
(14789, 247, 4111631)     10.167          0     0     1     1
(14533, 243, 4111631)       12.0          0     0     1     1
(6869, 211, 4111631)       12.0          0     0     1     1
(14149, 245, 4111631)     12.083          0     0     1     1
(14149, 245, 4111631)     12.167          0     0     1     1
(14149, 245, 4111631)     14.167          0     0     1     1
(14149, 245, 4111631)     16.333          0     0     1     1
(14405, 241, 4111631)     12.083          0     0     1     1
(14405, 241, 4111631)     18.333          0     0     1     1
(14405, 241, 4111631)      28.25          0     0     1     1
(14933, 243, 4111631)     12.083          0     0     1     1
(14933, 243, 4111631)     16.083          0     0     1     1
(14917, 241, 4111631)     12.083          0     0     1     1
(14917, 241, 4111631)     14.083          0     0     1     2
(14917, 241, 4111631)      14.25          0     0     1     1
(14917, 241, 4111631)     16.167          0     0     1     1
(14917, 241, 4111631)     18.083          0     0     1     1
(14917, 241, 4111631)     18.167          0     0     1     1
(14917, 241, 4111631)      18.25          0     0     1     2
(14917, 241, 4111631)     20.083          0     0     0     1
(14917, 241, 4111631)     20.083          0     0     1     1
(14917, 241, 4111631)     20.167          0     0     1     1
(14917, 241, 4111631)      20.25          0     0     1     1
(14917, 241, 4111631)     22.083          0     0     1     1
(14917, 241, 4111631)     24.417          0     0     1     1
(14917, 241, 4111631)     26.083          0     0     1     1
(14917, 241, 4111631)     26.333          0     0     1     1
(15045, 243, 4111631)     12.083          0     0     1     1
(15045, 243, 4111631)     14.083          0     0     1     2
(15045, 243, 4111631)       18.0          0     0     1     1
(12565, 241, 4111631)     12.083          0     0     1     1
(12565, 241, 4111631)     14.083          0     0     1     1
(15189, 241, 4111631)     12.083          0     0     1     1
(13037, 255, 4111631)     12.167          0     0     1     1
(15077, 249, 4111631)     12.167          0     0     1     1
(15077, 249, 4111631)     14.083          0     0     1     1
(15077, 249, 4111631)      16.25          0     0     1     1
(15077, 249, 4111631)      18.25          0     0     1     1
(15077, 249, 4111631)     18.333          0     0     1     1
(14405, 249, 4111631)      12.25          0     0     1     1
(14917, 113, 4111631)      12.25          0     0     1     1
(14917, 113, 4111631)     14.083          0     0     1     6
(14917, 113, 4111631)     14.167          0     0     1     3
(14917, 113, 4111631)     18.083          0     0     1     2
(14917, 113, 4111631)     18.167          0     0     1     2
(14917, 113, 4111631)     22.083          0     0     1     1
(14917, 113, 4111631)     22.167          0     0     1     1
(14917, 113, 4111631)      22.25          0     0     1     1
(15085, 251, 4111631)     12.333          0     0     1     1
(15085, 251, 4111631)     16.083          0     0     1     1
(14933, 211, 4111631)     12.333          0     0     1     1
(14933, 211, 4111631)       14.0          0     0     1     1
(14933, 211, 4111631)     14.167          0     0     1     1
(15061, 211, 4111631)     12.333          0     0     1     1
(15061, 211, 4111631)      16.25          0     0     1     1
(14917, 245, 4111631)       14.0          0     0     1     1
(14949, 241, 4111631)       14.0          0     0     1     3
(14949, 241, 4111631)     14.083          0     0     1     2
(14949, 241, 4111631)     14.167          0     0     1     3
(14949, 241, 4111631)       16.0          0     0     1     1
(14949, 241, 4111631)      20.25          0     0     1     1
(14949, 241, 4111631)      22.25          0     0     1     1
(14949, 241, 4111631)     26.333          0     0     1     1
(14917, 243, 4111631)     14.083          0     0     1     1
(14917, 243, 4111631)     14.167          0     0     1     1
(14917, 243, 4111631)     16.083          0     0     1     1
(14917, 243, 4111631)     16.167          0     0     1     1
(14917, 243, 4111631)      18.25          0     0     1     1
(14917, 243, 4111631)      20.25          0     0     1     1
(14917, 243, 4111631)     22.417          0     0     1     1
(10951, 249, 4111631)     14.083          0     0     1     1
(13397, 241, 4111631)     14.083          0     0     1     2
(13397, 241, 4111631)     14.167          0     0     1     5
(13397, 241, 4111631)     16.167          0     0     1     2
(13397, 241, 4111631)     18.167          0     0     1     1
(13397, 241, 4111631)      18.25          0     0     1     1
(13397, 241, 4111631)     20.167          0     0     1     1
(13397, 241, 4111631)     20.333          0     0     1     1
(13397, 241, 4111631)     22.167          0     0     1     1
(13397, 241, 4111631)     22.333          0     0     1     1
(12949, 211, 4111631)     14.083          0     0     1     1
(14053, 249, 4111631)     14.167          0     0     1     1
(15061, 241, 4111631)     14.167          0     0     1     1
(15061, 241, 4111631)      20.25          0     0     1     1
(15943, 225, 4111631)     14.167          0     0     1     1
(14037, 243, 4111631)     14.167          0     0     1     1
(15085, 241, 4111631)     14.167          0     0     1     1
(14341, 211, 4111631)     14.167          0     0     1     1
(14711, 113, 4111631)     14.167          0     0     1     1
(14711, 113, 4111631)     24.167          0     0     1     1
(14677, 241, 4111631)      14.25          0     0     1     1
(14677, 241, 4111631)     16.083          0     0     1     1
(15083, 117, 4111631)      14.25          0     0     1     1
(14997, 113, 4111631)      14.25          0     0     1     1
(14993, 83, 4111631)      14.25          0     0     1     1
(14993, 83, 4111631)     16.333          0     0     1     1
(14993, 83, 4111631)     18.083          0     0     1     1
(12869, 115, 4111631)     14.333          0     0     1     1
(12869, 115, 4111631)      16.25          0     0     1     1
(14981, 243, 4111631)       16.0          0     0     1     1
(14981, 243, 4111631)     16.167          0     0     1     1
(14981, 243, 4111631)      16.25          0     0     1     1
(14981, 243, 4111631)     20.083          0     0     0     1
(14933, 241, 4111631)       16.0          0     0     1     1
(14933, 241, 4111631)     16.083          0     0     1     2
(14933, 241, 4111631)      16.25          0     0     1     2
(14933, 241, 4111631)     18.083          0     0     1     1
(14933, 241, 4111631)     22.333          0     0     1     1
(15053, 241, 4111631)       16.0          0     0     1     1
(15053, 241, 4111631)     26.333          0     0     1     1
(13397, 209, 4111631)       16.0          0     0     1     3
(13397, 209, 4111631)     16.083          0     0     1     5
(13397, 209, 4111631)     20.083          0     0     1     1
(13397, 209, 4111631)       24.0          0     0     0     1
(14565, 247, 4111631)     16.083          0     0     1     1
(14565, 249, 4111631)     16.083          0     0     1     1
(14741, 241, 4111631)     16.083          0     0     1     1
(14741, 241, 4111631)      30.25          0     0     1     1
(10837, 211, 4111631)     16.083          0     0     1     1
(15431, 113, 4111631)     16.083          0     0     1     1
(15431, 113, 4111631)     18.083          0     0     1     1
(15431, 113, 4111631)     22.083          0     0     1     1
(15431, 113, 4111631)     22.167          0     0     1     1
