inputs: [16445771]/1000 samples
product                 energy   A*B=out      cfhs    chains  num 
(49039, 253, 16445771)     18.333          0     0     1     1
(56973, 215, 16445771)     20.417          0     0     1     1
(60317, 253, 16445771)      22.25          0     0     1     1
(54943, 253, 16445771)     22.333          0     0     1     1
(53023, 253, 16445771)     22.333          0     0     1     1
(53177, 255, 16445771)      24.25          0     0     1     1
(64685, 253, 16445771)     24.333          0     0     1     1
(33389, 183, 16445771)     24.333          0     0     0     1
(62413, 125, 16445771)     24.417          0     0     1     1
(65439, 253, 16445771)     24.417          0     0     0     1
(63157, 181, 16445771)     24.417          0     0     1     1
(47793, 247, 16445771)      26.25          0     0     1     1
(38589, 189, 16445771)      26.25          0     0     0     1
(65373, 255, 16445771)     26.333          0     0     1     1
(43661, 215, 16445771)     26.333          0     0     1     1
(51421, 245, 16445771)     26.333          0     0     1     1
(64013, 247, 16445771)     26.417          0     0     1     1
(43693, 221, 16445771)     26.417          0     0     1     1
(43797, 245, 16445771)     26.417          0     0     1     1
(44443, 181, 16445771)       26.5          0     0     1     1
(63839, 253, 16445771)       26.5          0     0     1     1
(64853, 189, 16445771)       26.5          0     0     1     1
(42559, 181, 16445771)       26.5          0     0     1     1
(43755, 181, 16445771)       26.5          0     0     1     1
(52143, 125, 16445771)     26.583          0     0     1     1
(56405, 165, 16445771)     26.583          0     0     1     1
(49141, 247, 16445771)     28.333          0     0     1     1
(40637, 189, 16445771)     28.333          0     0     1     1
(59397, 177, 16445771)     28.333          0     0     1     1
(52757, 245, 16445771)     28.417          0     0     1     1
(46933, 189, 16445771)     28.417          0     0     1     1
(60101, 181, 16445771)     28.417          0     0     1     1
(51837, 165, 16445771)       28.5          0     0     1     1
(54749, 181, 16445771)       28.5          0     0     1     1
(37381, 165, 16445771)       28.5          0     0     0     1
(60155, 61, 16445771)       28.5          0     0     1     1
(57947, 229, 16445771)       28.5          0     0     1     1
(51205, 181, 16445771)       28.5          0     0     1     1
(51205, 181, 16445771)     38.667          0     0     1     1
(40687, 245, 16445771)     28.583          0     0     0     1
(59397, 181, 16445771)     28.583          0     0     1     1
(59397, 181, 16445771)     34.583          0     0     1     1
(57029, 181, 16445771)     28.583          0     0     1     1
(47869, 183, 16445771)     28.667          0     0     1     1
(64785, 117, 16445771)     28.667          0     0     1     1
(60325, 21, 16445771)     28.667          0     0     1     1
(48957, 183, 16445771)      28.75          0     0     1     1
(36419, 245, 16445771)     30.083          0     0     0     1
(51893, 245, 16445771)     30.333          0     0     1     1
(56221, 247, 16445771)     30.333          0     0     1     1
(39453, 181, 16445771)     30.333          0     0     1     1
(61307, 117, 16445771)     30.333          0     0     1     1
(35393, 135, 16445771)     30.333          0     0     1     1
(34819, 129, 16445771)     30.333          0     0     0     1
(34819, 129, 16445771)     40.583          0     0     0     1
(48733, 245, 16445771)     30.417          0     0     1     1
(52221, 183, 16445771)     30.417          0     0     1     1
(35213, 125, 16445771)     30.417          0     0     0     1
(56975, 189, 16445771)     30.417          0     0     1     1
(55867, 181, 16445771)     30.417          0     0     1     1
(59629, 245, 16445771)     30.417          0     0     1     1
(35725, 189, 16445771)     30.417          0     0     0     1
(35725, 189, 16445771)       36.5          0     0     0     1
(44525, 237, 16445771)     30.417          0     0     1     1
(57363, 133, 16445771)     30.417          0     0     1     1
(39581, 253, 16445771)       30.5          0     0     0     1
(55157, 245, 16445771)       30.5          0     0     1     1
(63981, 253, 16445771)       30.5          0     0     1     1
(65245, 253, 16445771)       30.5          0     0     1     1
(60195, 157, 16445771)       30.5          0     0     1     1
(59997, 149, 16445771)       30.5          0     0     1     1
(48831, 245, 16445771)     30.583          0     0     1     1
(61149, 253, 16445771)     30.583          0     0     1     1
(57119, 245, 16445771)      30.75          0     0     1     1
(34441, 253, 16445771)     32.167          0     0     0     1
(55445, 241, 16445771)      32.25          0     0     1     1
(32807, 133, 16445771)      32.25          0     0     0     1
(56221, 215, 16445771)     32.333          0     0     1     1
(43677, 189, 16445771)     32.333          0     0     1     1
(37501, 189, 16445771)     32.333          0     0     0     1
(34341, 149, 16445771)     32.333          0     0     0     1
(47109, 149, 16445771)     32.333          0     0     1     1
